,date,away_team,away_score,home_team,home_score,year,month,day
37321,2018-1-06,Houston Austin,51.0,Houston Westbury,58.0,2018,1,6
37322,2018-1-09,Tomball,59.0,Magnolia West,65.0,2018,1,9
37323,2018-1-09,Houston Clear Lake,80.0,Friendswood Clear Brook,64.0,2018,1,9
37324,2018-1-09,The Village School,63.0,Beaumont Kelly Catholic,62.0,2018,1,9
37325,2018-1-09,Beaumont West,69.0,Pasadena South Houston,44.0,2018,1,9
37326,2018-1-09,Houston St. Pius X,51.0,Houston Christian,68.0,2018,1,9
37327,2018-1-09,Alief Hastings,65.0,Alief Elsik,60.0,2018,1,9
37328,2018-1-09,Aldine Davis,58.0,Houston Nimitz,61.0,2018,1,9
37329,2018-1-09,League City Clear Spring,69.0,League City Clear Falls,52.0,2018,1,9
37330,2018-1-09,Pasadena,62.0,Pasadena,54.0,2018,1,9
37331,2018-1-09,Houston Awty International,23.0,Tomball Concordia Lutheran,82.0,2018,1,9
37332,2018-1-09,Pearland,56.0,Pearland,57.0,2018,1,9
37333,2018-1-09,Spring,62.0,Houston Aldine,35.0,2018,1,9
37334,2018-1-09,Houston Sharpstown,47.0,Houston Furr,65.0,2018,1,9
37335,2018-1-09,Houston Spring,67.0,Klein Oak,58.0,2018,1,9
37336,2018-1-09,Alvin,38.0,Dickinson,67.0,2018,1,9
37337,2018-1-09,Katy,56.0,Houston Strake Jesuit,54.0,2018,1,9
37338,2018-1-09,Katy,65.0,Katy Morton Ranch,83.0,2018,1,9
37339,2018-1-09,Katy,55.0,Katy Mayde Creek,52.0,2018,1,9
37340,2018-1-09,La Porte,46.0,Deer Park,73.0,2018,1,9
37341,2018-1-09,Fort Bend Austin,73.0,Fort Bend Dulles,67.0,2018,1,9
37342,2018-1-09,Fort Bend Travis,46.0,Fort Bend Hightower,60.0,2018,1,9
37343,2018-1-09,Huntsville,73.0,Brenham,61.0,2018,1,9
37344,2018-1-09,Humble,55.0,Humble Kingwood Park,40.0,2018,1,9
37345,2018-1-09,New Caney,42.0,Crosby,62.0,2018,1,9
37346,2018-1-09,Klein,54.0,Klein Forest,94.0,2018,1,9
37347,2018-1-09,Houston Cypress Ridge,78.0,Houston Cypress Creek,88.0,2018,1,9
37348,2018-1-09,Houston Cypress Ranch,53.0,Houston Jersey Village,36.0,2018,1,9
37349,2018-1-09,El Campo,39.0,Needville,71.0,2018,1,9
37350,2018-1-09,Houston Kinkaid,58.0,Stafford,38.0,2018,1,9
37351,2018-1-09,Gonzales,42.0,Bay City,75.0,2018,1,9
37352,2018-1-12,Houston Nimitz,59.0,Spring,78.0,2018,1,12
37353,2018-1-12,Friendswood,59.0,League City Clear Springs,80.0,2018,1,12
37354,2018-1-12,Houston Clear Lake,52.0,Houston Pro-Vision Academy,42.0,2018,1,12
37355,2018-1-12,Pasadena,53.0,Beaumont West Brook,67.0,2018,1,12
37356,2018-1-12,Pasadena,43.0,Pasadena Memorial,37.0,2018,1,12
37357,2018-1-12,Humble,54.0,Galena Park North Shore,70.0,2018,1,12
37358,2018-1-12,Houston Bellaire,53.0,Houston Westbury,42.0,2018,1,12
37359,2018-1-12,Houston Yates,100.0,Houston Scarborough,85.0,2018,1,12
37360,2018-1-12,Montgomery,63.0,Conroe The Woodlands,87.0,2018,1,12
37361,2018-1-12,Lufkin,60.0,Conroe Woodlands College Park,75.0,2018,1,12
37362,2018-1-12,League City Clear Falls,58.0,Alvin,55.0,2018,1,12
37363,2018-1-12,Katy,43.0,Katy,57.0,2018,1,12
37364,2018-1-12,Katy,82.0,Katy Cinco Ranch,62.0,2018,1,12
37365,2018-1-12,Katy,71.0,Katy Seven Lakes,68.0,2018,1,12
37366,2018-1-12,Deer Park,74.0,Pasadena Dobie,55.0,2018,1,12
37367,2018-1-12,Magnolia,75.0,Brenham,58.0,2018,1,12
37368,2018-1-12,Conroe,53.0,Humble,91.0,2018,1,12
37369,2018-1-12,Texas City,59.0,Fort Bend Elkins,53.0,2018,1,12
37370,2018-1-12,Houston Furr,58.0,Houston Milby,65.0,2018,1,12
37371,2018-1-12,Houston Wheatley,61.0,Houston Worthing,57.0,2018,1,12
37372,2018-1-12,Houston Cypress Lakes,54.0,Houston Cy-Fair,67.0,2018,1,12
37373,2018-1-12,Houston Cypress Creek,53.0,Houston Cypress Falls,56.0,2018,1,12
37374,2018-1-12,Baytown Goose Creek Memorial,67.0,Humble Atascocita,82.0,2018,1,12
37375,2018-1-12,Houston MacArthur,32.0,Spring DeKaney,61.0,2018,1,12
37376,2018-1-12,Pearland,66.0,Alief Elsik,40.0,2018,1,12
37377,2018-1-13,Houston Northland Christian,54.0,Houston Cypress Christian,51.0,2018,1,13
37378,2018-1-13,Houston Northside,64.0,Houston Madison,77.0,2018,1,13
37379,2018-1-13,Houston Lamar,70.0,Houston Sam Houston,74.0,2018,1,13
37380,2018-1-13,Houston Sharpstown,67.0,Houston Austin,70.0,2018,1,13
37381,2018-1-16,Conroe,77.0,Montgomery,39.0,2018,1,16
37382,2018-1-16,Mont Belvieu Barbers Hill,46.0,Humble Kingwood Park,34.0,2018,1,16
37383,2018-1-16,New Caney,34.0,Crosby,35.0,2018,1,16
37384,2018-1-16,Houston Cy-Fair,63.0,Houston Langham Creek,57.0,2018,1,16
37385,2018-1-16,Houston Nimitz,54.0,Spring DeKaney,82.0,2018,1,16
37386,2018-1-16,Needville,58.0,Brookshire Royal,63.0,2018,1,16
37387,2018-1-16,Bay City,41.0,West Columbia Columbia,62.0,2018,1,16
37388,2018-1-18,Katy,25.0,Tomball Concordia Lutheran,73.0,2018,1,18
37389,2018-1-18,Katy,83.0,Katy Seven Lakes,72.0,2018,1,18
37390,2018-1-18,League City Clear Creek,74.0,Houston Clear Lake,70.0,2018,1,18
37391,2018-1-18,Beaumont West,63.0,Pasadena,51.0,2018,1,18
37392,2018-1-18,Spring,63.0,Spring,64.0,2018,1,18
37393,2018-1-18,Pearland,59.0,Alief Taylor,40.0,2018,1,18
37394,2018-1-18,Brenham,61.0,Magnolia West,59.0,2018,1,18
37395,2018-1-18,Houston Aldine,47.0,Houston MacArthur,56.0,2018,1,18
37396,2018-1-18,Houston Jersey Village,53.0,Houston Cypress Ridge,64.0,2018,1,18
37397,2018-1-18,Katy,62.0,Katy Morton Ranch,82.0,2018,1,18
37398,2018-1-18,Pasadena,43.0,Deer Park,70.0,2018,1,18
37399,2018-1-18,Clute Brazoswood,44.0,Pearland,41.0,2018,1,18
37400,2018-1-19,Houston MacArthur,44.0,Houston Nimitz,54.0,2018,1,19
37401,2018-1-19,Pasadena,48.0,Pasadena South Houston,55.0,2018,1,19
37402,2018-1-19,John Cooper,64.0,Houston St. John's,75.0,2018,1,19
37403,2018-1-19,Richmond Foster,66.0,Richmond Fulshear,40.0,2018,1,19
37404,2018-1-19,Pearland,50.0,Alief Hastings,30.0,2018,1,19
37405,2018-1-19,Pasadena,41.0,Pasadena Memorial,39.0,2018,1,19
37406,2018-1-19,Tomball,36.0,Beaumont Legacy Christian Academy,71.0,2018,1,19
37407,2018-1-19,Conroe,58.0,Conroe The Woodlands,66.0,2018,1,19
37408,2018-1-19,Conroe,78.0,Conroe The Woodlands,96.0,2018,1,19
37409,2018-1-19,Klein,63.0,Klein Forest,62.0,2018,1,19
37410,2018-1-19,Houston Cypress Spring,45.0,Houston Cypress Falls,75.0,2018,1,19
37411,2018-1-19,Houston Cypress Ranch,50.0,Houston Cypress Woods,52.0,2018,1,19
37412,2018-1-19,Katy,50.0,Katy,60.0,2018,1,19
37413,2018-1-19,Katy,59.0,Katy Mayde Creek,53.0,2018,1,19
37414,2018-1-19,Houston Strake Jesuit,59.0,Katy Seven Lakes,64.0,2018,1,19
37415,2018-1-19,Deer Park,39.0,Beaumont West Brook,58.0,2018,1,19
37416,2018-1-19,Dayton,55.0,Crosby,58.0,2018,1,19
37417,2018-1-19,Humble,48.0,New Caney Porter,57.0,2018,1,19
37418,2018-1-19,Baytown Lee,60.0,New Caney,47.0,2018,1,19
37419,2018-1-19,Splendora,65.0,Humble,77.0,2018,1,19
37420,2018-1-19,Houston Sam Houston,99.0,Houston Chavez,20.0,2018,1,19
37421,2018-1-19,Houston Cy-Fair,50.0,Houston Cypress Creek,56.0,2018,1,19
37422,2018-1-19,Humble,60.0,Channelview,45.0,2018,1,19
37423,2018-1-19,Wall,54.0,Brenham,57.0,2018,1,19
37424,2018-1-19,Spring,81.0,Spring Westfield,45.0,2018,1,19
37425,2018-1-19,Aldine Davis,49.0,Houston Aldine,45.0,2018,1,19
37426,2018-1-19,Bellville,50.0,Needville,59.0,2018,1,19
37427,2018-1-20,Houston Lamar,75.0,Houston Westbury,46.0,2018,1,20
37428,2018-1-20,Houston Wheatley,50.0,Houston Scarborough,62.0,2018,1,20
37429,2018-1-20,Houston Worthing,31.0,Houston North Forest,66.0,2018,1,20
37430,2018-1-20,Stratford,33.0,Klein,38.0,2018,1,20
37431,2018-1-20,Houston Christian,94.0,Austin St. Stephen's,72.0,2018,1,20
37432,2018-1-20,Fort Bend Travis,47.0,Fort Bend Dulles,67.0,2018,1,20
37433,2018-1-20,Friendswood,76.0,Alvin,38.0,2018,1,20
37434,2018-1-20,Houston Clear Lake,90.0,League City Clear Springs,72.0,2018,1,20
37435,2018-1-20,Fort Bend Bush,68.0,Fort Bend Hightower,58.0,2018,1,20
37436,2018-1-20,Friendswood,45.0,Dickinson,55.0,2018,1,20
37437,2018-1-20,Wall,30.0,La Marque,47.0,2018,1,20
37438,2018-1-20,Houston Furr,40.0,Houston Austin,60.0,2018,1,20
37439,2018-1-20,Houston Wisdom,23.0,Houston Sharpstown,82.0,2018,1,20
37440,2018-1-20,Houston Bellaire,58.0,Houston Westside,56.0,2018,1,20
37441,2018-1-20,Houston Waltrip,42.0,Houston Madison,84.0,2018,1,20
37442,2018-1-23,Friendswood,66.0,League City Clear Falls,48.0,2018,1,23
37443,2018-1-23,Richmond George Ranch,35.0,Alief Hastings,38.0,2018,1,23
37444,2018-1-23,Aggieland Homeschool,58.0,Hempstead,66.0,2018,1,23
37445,2018-1-23,Houston Nimitz,56.0,Houston Aldine,54.0,2018,1,23
37446,2018-1-23,Beaumont Legacy Christian Academy,55.0,Pasadena Faith Christian,44.0,2018,1,23
37447,2018-1-23,League City Clear Spring,67.0,League City Clear Creek,44.0,2018,1,23
37448,2018-1-23,Bryan,42.0,Huntsville Alpha Omega,92.0,2018,1,23
37449,2018-1-23,Houston Heights,44.0,Houston Sam Houston,59.0,2018,1,23
37450,2018-1-23,Houston Kashmere,40.0,Houston Yates,102.0,2018,1,23
37451,2018-1-23,Conroe,64.0,Conroe The Woodlands,77.0,2018,1,23
37452,2018-1-23,Klein,71.0,Houston Memorial,51.0,2018,1,23
37453,2018-1-23,Klein,46.0,Klein Oak,55.0,2018,1,23
37454,2018-1-23,Houston Langham Creek,50.0,Houston Cypress Springs,70.0,2018,1,23
37455,2018-1-23,Houston Cypress Creek,66.0,Houston Jersey Village,37.0,2018,1,23
37456,2018-1-23,Houston Clear Lake,82.0,Alvin,38.0,2018,1,23
37457,2018-1-23,Katy,38.0,Katy Seven Lakes,51.0,2018,1,23
37458,2018-1-23,Katy,44.0,Katy Cinco Ranch,49.0,2018,1,23
37459,2018-1-23,Katy,76.0,Katy Mayde Creek,69.0,2018,1,23
37460,2018-1-23,Deer Park,42.0,Pasadena South Houston,45.0,2018,1,23
37461,2018-1-23,Fort Bend Hightower,51.0,Fort Bend Dulles,56.0,2018,1,23
37462,2018-1-23,Richmond Foster,60.0,Port Lavaca Calhoun,19.0,2018,1,23
37463,2018-1-23,Magnolia,58.0,Willis,62.0,2018,1,23
37464,2018-1-23,Tomball,62.0,Brenham,64.0,2018,1,23
37465,2018-1-23,Humble,84.0,Dayton,38.0,2018,1,23
37466,2018-1-23,Alvin,88.0,Fort Bend Marshall,65.0,2018,1,23
37467,2018-1-23,Fort Bend Willowridge,51.0,Fort Bend Elkins,81.0,2018,1,23
37468,2018-1-23,Houston Cypress Ridge,64.0,Houston Cypress Falls,83.0,2018,1,23
37469,2018-1-23,Galena Park,68.0,Galveston Ball,82.0,2018,1,23
37470,2018-1-23,Houston Cypress Ranch,83.0,Houston Cypress Lakes,69.0,2018,1,23
37471,2018-1-23,Bay City,55.0,Freeport Brazosport,90.0,2018,1,23
37472,2018-1-25,Houston Scarborough,53.0,Houston Kashmere,35.0,2018,1,25
37473,2018-1-25,Houston Wheatley,48.0,Houston North Forest,74.0,2018,1,25
37474,2018-1-25,Houston George Sanchez,45.0,Houston Can,69.0,2018,1,25
37475,2018-1-25,Houston Mount Carmel,54.0,Houston Clear Lake Christian,56.0,2018,1,25
37476,2018-1-26,Houston Sam Houston,86.0,Houston Leland College Prep,21.0,2018,1,26
37477,2018-1-26,Richmond George Ranch,52.0,Pearland Dawson,71.0,2018,1,26
37478,2018-1-26,Pasadena,54.0,Pasadena Dobie,37.0,2018,1,26
37479,2018-1-26,Houston Aldine,54.0,Spring,82.0,2018,1,26
37480,2018-1-26,Dickinson,69.0,Houston Clear Lake,74.0,2018,1,26
37481,2018-1-26,Onalaska,25.0,Hempstead,68.0,2018,1,26
37482,2018-1-26,Diboll,61.0,Shepherd,76.0,2018,1,26
37483,2018-1-26,Humble,49.0,Humble Atascocita,66.0,2018,1,26
37484,2018-1-26,Houston Heights,45.0,Houston Bellaire,50.0,2018,1,26
37485,2018-1-26,Conroe,66.0,Lufkin,55.0,2018,1,26
37486,2018-1-26,Houston Cypress Woods,49.0,Houston Cypress Springs,64.0,2018,1,26
37487,2018-1-26,Houston Jersey Village,37.0,Houston Cy-Fair,79.0,2018,1,26
37488,2018-1-26,Alvin,56.0,League City Clear Springs,69.0,2018,1,26
37489,2018-1-26,Katy,83.0,Katy,64.0,2018,1,26
37490,2018-1-26,Pasadena,36.0,Deer Park,60.0,2018,1,26
37491,2018-1-26,La Porte,46.0,Pasadena,41.0,2018,1,26
37492,2018-1-26,Conroe,41.0,Crosby,53.0,2018,1,26
37493,2018-1-26,Dayton,43.0,Humble Kingwood Park,45.0,2018,1,26
37494,2018-1-26,New Caney,47.0,Humble,78.0,2018,1,26
37495,2018-1-26,Fort Bend Elkins,43.0,Alvin Shadow Creek,42.0,2018,1,26
37496,2018-1-26,Houston Yates,100.0,Houston Wheatley,56.0,2018,1,26
37497,2018-1-26,Klein,60.0,Klein,52.0,2018,1,26
37498,2018-1-26,Houston Cypress Falls,51.0,Houston Cypress Creek,42.0,2018,1,26
37499,2018-1-26,Houston Cypress Ranch,68.0,Houston Cypress Ridge,71.0,2018,1,26
37500,2018-1-26,Fort Bend Dulles,62.0,Fort Bend Ridge Point,68.0,2018,1,26
37501,2018-1-26,Spring,80.0,Aldine Davis,56.0,2018,1,26
37502,2018-1-26,League City Clear Creek,74.0,Friendswood Clear Brook,56.0,2018,1,26
37503,2018-1-27,Houston Chavez,46.0,Houston Westbury,72.0,2018,1,27
37504,2018-1-27,Houston Scarborough,64.0,Houston North Forest,44.0,2018,1,27
37505,2018-1-27,Liberty,78.0,Sour Lake Hardin-Jefferson,71.0,2018,1,27
37506,2018-1-27,Austin St. Andrew's,60.0,Houston Kinkaid,74.0,2018,1,27
37507,2018-1-27,Houston Milby,69.0,Houston Waltrip,45.0,2018,1,27
37508,2018-1-30,Wall,47.0,Magnolia West,52.0,2018,1,30
37509,2018-1-30,Houston Eisenhower,62.0,Houston Nimitz,51.0,2018,1,30
37510,2018-1-30,Victoria West,39.0,Angleton,89.0,2018,1,30
37511,2018-1-30,Spring,51.0,Houston Aldine,44.0,2018,1,30
37512,2018-1-30,Willis,60.0,Brenham,50.0,2018,1,30
37513,2018-1-30,Houston Clear Lake,90.0,League City Clear Falls,53.0,2018,1,30
37514,2018-1-30,Pasadena,45.0,Pasadena South Houston,56.0,2018,1,30
37515,2018-1-30,Beaumont Kelly Catholic,47.0,Tomball Concordia Lutheran,102.0,2018,1,30
37516,2018-1-30,Huntsville,76.0,Magnolia Legacy Prep,53.0,2018,1,30
37517,2018-1-30,Conroe,37.0,Bryan Allen Academy,56.0,2018,1,30
37518,2018-1-30,Pasadena,56.0,Pasadena Rayburn,62.0,2018,1,30
37519,2018-1-30,Galveston O'Connell,26.0,Houston Clear Lake Christian,51.0,2018,1,30
37520,2018-1-30,Klein,64.0,Klein Oak,72.0,2018,1,30
37521,2018-1-30,Houston Cypress Falls,64.0,Houston Jersey Village,34.0,2018,1,30
37522,2018-1-30,League City Clear Creek,51.0,Alvin,34.0,2018,1,30
37523,2018-1-30,Katy,51.0,Katy Seven Lakes,53.0,2018,1,30
37524,2018-1-30,Houston Strake Jesuit,71.0,Katy Mayde Creek,57.0,2018,1,30
37525,2018-1-30,Katy,61.0,Katy Morton Ranch,63.0,2018,1,30
37526,2018-1-30,Deer Park,52.0,Pasadena,32.0,2018,1,30
37527,2018-1-30,Fort Bend Clements,48.0,Fort Bend Hightower,50.0,2018,1,30
37528,2018-1-30,Houston Northbrook,25.0,Klein Forest,79.0,2018,1,30
37529,2018-1-30,Houston Langham Creek,55.0,Houston Cy-Fair,64.0,2018,1,30
37530,2018-1-30,Spring,59.0,Spring DeKaney,95.0,2018,1,30
37531,2018-1-30,Fort Bend Willowridge,43.0,Texas City,72.0,2018,1,30
37532,2018-1-30,Houston Cypress Woods,64.0,Houston Cypress Ridge,52.0,2018,1,30
37533,2018-1-30,Aldine Davis,50.0,Houston MacArthur,49.0,2018,1,30
37534,2018-1-30,Clute Brazoswood,51.0,Pearland Dawson,74.0,2018,1,30
37535,2018-1-30,Wharton,68.0,El Campo,47.0,2018,1,30
37536,2018-1-30,Houston North Forest,73.0,Houston Washington,60.0,2018,1,30
37537,2018-1-30,Friendswood,62.0,Friendswood Clear Brook,67.0,2018,1,30
37538,2018-2-02,Kipp Academy - Northeast,62.0,Houston Clear Lake Christian,61.0,2018,2,2
37539,2018-2-02,Houston Nimitz,55.0,Aldine Davis,59.0,2018,2,2
37540,2018-2-02,Pasadena,48.0,Pasadena Dobie,50.0,2018,2,2
37541,2018-2-02,Alief Elsik,47.0,Alief Hastings,51.0,2018,2,2
37542,2018-2-02,Humble,75.0,New Caney Porter,61.0,2018,2,2
37543,2018-2-02,Clute Brazoswood,46.0,Richmond George Ranch,52.0,2018,2,2
37544,2018-2-02,Friendswood,64.0,Houston Clear Lake,91.0,2018,2,2
37545,2018-2-02,Trinity,69.0,Hempstead,78.0,2018,2,2
37546,2018-2-02,League City Clear Falls,44.0,League City Clear Springs,80.0,2018,2,2
37547,2018-2-02,Conroe,53.0,Conroe The Woodlands,84.0,2018,2,2
37548,2018-2-02,Montgomery,57.0,Conroe Woodlands College Park,117.0,2018,2,2
37549,2018-2-02,Houston Cy-Fair,46.0,Houston Cypress Springs,50.0,2018,2,2
37550,2018-2-02,Katy,58.0,Katy Seven Lakes,69.0,2018,2,2
37551,2018-2-02,Angleton,73.0,Richmond Foster,79.0,2018,2,2
37552,2018-2-02,Baytown Lee,50.0,Humble Kingwood Park,47.0,2018,2,2
37553,2018-2-02,Splendora,35.0,Crosby,74.0,2018,2,2
37554,2018-2-02,Fort Bend Elkins,62.0,Fort Bend Marshall,55.0,2018,2,2
37555,2018-2-02,Houston Furr,82.0,Houston Sterling,63.0,2018,2,2
37556,2018-2-02,Houston Yates,82.0,Houston North Forest,66.0,2018,2,2
37557,2018-2-02,Klein,79.0,Klein Collins,68.0,2018,2,2
37558,2018-2-02,Houston Cypress Creek,89.0,Houston Cypress Ridge,83.0,2018,2,2
37559,2018-2-02,Houston Langham Creek,38.0,Houston Cypress Falls,71.0,2018,2,2
37560,2018-2-02,Houston Cypress Lakes,26.0,Houston Cypress Woods,28.0,2018,2,2
37561,2018-2-02,Katy,63.0,Katy Taylor,55.0,2018,2,2
37562,2018-2-02,Pearland,55.0,Pearland Dawson,54.0,2018,2,2
37563,2018-2-02,Houston Aldine,45.0,Spring DeKaney,78.0,2018,2,2
37564,2018-2-02,Austin St. Andrew's,42.0,Houston St. John's,62.0,2018,2,2
37565,2018-2-03,Conroe,61.0,Lufkin,74.0,2018,2,3
37566,2018-2-03,Houston West,55.0,Houston Sam Houston,92.0,2018,2,3
37567,2018-2-03,Houston Waltrip,46.0,Houston Austin,58.0,2018,2,3
37568,2018-2-03,Houston Scarborough,49.0,Houston Washington,37.0,2018,2,3
37569,2018-2-06,Houston Clear Lake,54.0,Houston KIPP Generations,37.0,2018,2,6
37570,2018-2-06,Beaumont West,67.0,Pasadena Rayburn,50.0,2018,2,6
37571,2018-2-06,CHSM,87.0,Houston Northland Christian,54.0,2018,2,6
37572,2018-2-06,Houston Eisenhower,70.0,Houston Aldine,31.0,2018,2,6
37573,2018-2-06,Alief Hastings,42.0,Alief Taylor,45.0,2018,2,6
37574,2018-2-06,Crosby,60.0,Humble,64.0,2018,2,6
37575,2018-2-06,Houston Kinkaid,72.0,John Cooper,49.0,2018,2,6
37576,2018-2-06,Beaumont Legacy Christian Academy,52.0,Tomball Rosehill Christian,35.0,2018,2,6
37577,2018-2-06,Houston St. Thomas,51.0,Tomball Concordia Lutheran,52.0,2018,2,6
37578,2018-2-06,Spring,78.0,Houston Nimitz,82.0,2018,2,6
37579,2018-2-06,Sugar Land Fort Bend Christian,47.0,Houston Second Baptist,65.0,2018,2,6
37580,2018-2-06,Houston Scarborough,72.0,Houston Yates,86.0,2018,2,6
37581,2018-2-06,Manvel,61.0,Texas City,63.0,2018,2,6
37582,2018-2-06,Conroe,72.0,Conroe Oak Ridge,51.0,2018,2,6
37583,2018-2-06,Conroe,44.0,Conroe,38.0,2018,2,6
37584,2018-2-06,Houston Cypress Ridge,58.0,Houston Jersey Village,62.0,2018,2,6
37585,2018-2-06,Katy,61.0,Katy Mayde Creek,55.0,2018,2,6
37586,2018-2-06,Katy,60.0,Katy Tompkins,64.0,2018,2,6
37587,2018-2-06,Katy,62.0,Katy Morton Ranch,64.0,2018,2,6
37588,2018-2-06,Pasadena,49.0,Deer Park,50.0,2018,2,6
37589,2018-2-06,La Porte,56.0,Pasadena South Houston,59.0,2018,2,6
37590,2018-2-06,Richmond Foster,68.0,Rosenberg Lamar Consolidated,39.0,2018,2,6
37591,2018-2-06,Huntsville,63.0,Magnolia West,58.0,2018,2,6
37592,2018-2-06,Mont Belvieu Barbers Hill,53.0,Dayton,51.0,2018,2,6
37593,2018-2-06,Humble,50.0,Splendora,62.0,2018,2,6
37594,2018-2-06,Houston Spring,58.0,Klein Forest,82.0,2018,2,6
37595,2018-2-06,Houston Cypress Woods,40.0,Houston Cy-Fair,53.0,2018,2,6
37596,2018-2-06,Houston Cypress Ranch,44.0,Houston Cypress Falls,69.0,2018,2,6
37597,2018-2-06,Houston Cypress Lakes,49.0,Houston Cypress Creek,57.0,2018,2,6
37598,2018-2-06,Houston Strake Jesuit,65.0,Katy Taylor,50.0,2018,2,6
37599,2018-2-06,Richmond George Ranch,35.0,Pearland,57.0,2018,2,6
37600,2018-2-06,Spring,78.0,Houston MacArthur,35.0,2018,2,6
37601,2018-2-06,League City Clear Spring,65.0,Friendswood Clear Brook,58.0,2018,2,6
37602,2018-2-06,Alief Elsik,56.0,Pearland Dawson,78.0,2018,2,6
37603,2018-2-06,Galena Park,38.0,Humble Summer Creek,34.0,2018,2,6
37604,2018-2-06,Houston Furr,49.0,Houston Madison,74.0,2018,2,6
37605,2018-2-06,Friendswood,68.0,Houston Clear Lake,51.0,2018,2,6
37606,2018-2-08,Houston Lamar,58.0,Houston Sam Houston,50.0,2018,2,8
37607,2018-2-08,Katy,38.0,Tomball Concordia Lutheran,78.0,2018,2,8
37608,2018-2-09,Alief Taylor,28.0,Pearland Dawson,45.0,2018,2,9
37609,2018-2-09,Houston KIPP Sunnyside,64.0,Houston Clear Lake Christian,49.0,2018,2,9
37610,2018-2-09,Houston MacArthur,33.0,Houston Aldine,49.0,2018,2,9
37611,2018-2-09,Pasadena,56.0,Pasadena South Houston,65.0,2018,2,9
37612,2018-2-09,Houston Clear Lake,65.0,League City Clear Creek,55.0,2018,2,9
37613,2018-2-09,Magnolia,55.0,Brenham,69.0,2018,2,9
37614,2018-2-09,Alief Elsik,43.0,Richmond George Ranch,49.0,2018,2,9
37615,2018-2-09,Houston St. Pius X,80.0,Houston Awty International,32.0,2018,2,9
37616,2018-2-09,Humble,35.0,Humble Atascocita,73.0,2018,2,9
37617,2018-2-09,Huntington,44.0,Shepherd,62.0,2018,2,9
37618,2018-2-09,Houston KIPP Sunnyside,64.0,Houston Clear Lake Christian,49.0,2018,2,9
37619,2018-2-09,Rosenberg Terry,59.0,Angleton,66.0,2018,2,9
37620,2018-2-09,Caldwell,52.0,Navasota,81.0,2018,2,9
37621,2018-2-09,Houston North Forest,73.0,Houston Wheatley,61.0,2018,2,9
37622,2018-2-09,Houston Furr,49.0,Houston Sharpstown,39.0,2018,2,9
37623,2018-2-09,Anahuac,35.0,East Chambers,86.0,2018,2,9
37624,2018-2-09,Conroe,79.0,Conroe Woodlands College Park,87.0,2018,2,9
37625,2018-2-09,Friendswood,63.0,Alvin,43.0,2018,2,9
37626,2018-2-09,Houston Strake Jesuit,57.0,Katy Cinco Ranch,45.0,2018,2,9
37627,2018-2-09,Katy,81.0,Katy Mayde Creek,61.0,2018,2,9
37628,2018-2-09,Galena Park,70.0,Baytown Sterling,54.0,2018,2,9
37629,2018-2-09,Deer Park,62.0,Pasadena Memorial,49.0,2018,2,9
37630,2018-2-09,Fort Bend Austin,63.0,Fort Bend Hightower,53.0,2018,2,9
37631,2018-2-09,Fort Bend Bush,59.0,Fort Bend Dulles,34.0,2018,2,9
37632,2018-2-09,Baytown Lee,57.0,Dayton,60.0,2018,2,9
37633,2018-2-09,Humble,50.0,Humble,52.0,2018,2,9
37634,2018-2-09,Galveston Ball,55.0,Fort Bend Elkins,64.0,2018,2,9
37635,2018-2-09,Houston Stratford,59.0,Klein Forest,80.0,2018,2,9
37636,2018-2-09,Houston Cypress Falls,94.0,Houston Cypress Ridge,52.0,2018,2,9
37637,2018-2-09,Houston Langham Creek,65.0,Houston Cypress Woods,68.0,2018,2,9
37638,2018-2-09,Spring,83.0,Houston Nimitz,64.0,2018,2,9
37639,2018-2-09,West,52.0,El Campo,32.0,2018,2,9
37640,2018-2-09,Needville,54.0,Stafford,48.0,2018,2,9
37641,2018-2-09,Friendswood,45.0,League City Clear Springs,68.0,2018,2,9
37642,2018-2-09,Bay City,53.0,Freeport Brazosport,92.0,2018,2,9
37643,2018-2-10,Houston Wisdom,44.0,Houston Waltrip,41.0,2018,2,10
37644,2018-2-10,Houston Kashmere,38.0,Houston Scarborough,81.0,2018,2,10
37645,2018-2-10,Galena Park,70.0,Baytown Sterling,54.0,2018,2,10
37646,2018-2-10,Houston Yates,89.0,Houston Washington,78.0,2018,2,10
37647,2018-2-13,Houston Nimitz,56.0,Houston MacArthur,32.0,2018,2,13
37648,2018-2-13,Sweeny,72.0,West Columbia Columbia,81.0,2018,2,13
37649,2018-2-13,Tomball,67.0,Magnolia West,71.0,2018,2,13
37650,2018-2-13,League City Clear Spring,72.0,Houston Clear Lake,88.0,2018,2,13
37651,2018-2-13,Richmond George Ranch,55.0,Alief Taylor,57.0,2018,2,13
37652,2018-2-13,Anderson-Shiro,53.0,Hempstead,68.0,2018,2,13
37653,2018-2-13,The Village School,51.0,Tomball Concordia Lutheran,79.0,2018,2,13
37654,2018-2-13,Houston Eisenhower,65.0,Spring,66.0,2018,2,13
37655,2018-2-13,Houston Northbrook,32.0,Houston Spring Woods,65.0,2018,2,13
37656,2018-2-13,Houston C.E. King,57.0,Galena Park North Shore,83.0,2018,2,13
37657,2018-2-13,Lufkin,60.0,Conroe The Woodlands,75.0,2018,2,13
37658,2018-2-13,Conroe,51.0,Conroe,41.0,2018,2,13
